Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),base_road,condition,lat,lon
,.,,,24.554,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.65762906,88.4127159574468
,.,,,25.985,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.6687322615384,88.4195904346153
,.,,,26.262,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.6708923559566,88.4207202714801
,.,,,27.613,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.6830763676767,88.421216320808
,.,,,28.757,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.69315068,88.4206916967816
,.,,,31.174,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.7146630922105,88.420787424
,.,,,32.148,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7232402105494,88.4226194076923
Z6813-4,Nachol(Int.with Z6817)-Dhansura(int.with Z6812),LRP033,470,32.83,LRP044,90,42.92,10.090,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z6813,,,
,.,,,33.055,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7312875107569,88.4243977113545
,.,,,34.196,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.741332842054,88.4262228743783
,.,,,35.127,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.749169961063,88.4292767547589
,.,,,35.276,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7504234580964,88.4298190484548
,.,,,36.244,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.7589628420903,88.4311178002825
,.,,,36.922,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7650282432387,88.4311453008347
,.,,,37.645,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7714456180327,88.4317117393442
,.,,,38.749,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.7809450695238,88.4339865771428
,.,,,39.272,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7854795524177,88.4351432462282
,.,,,39.722,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7894738980861,88.4355855638755
,.,,,39.882,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7908986636363,88.4356600136363
,.,,,40.67,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.7977630297297,88.4372399378378
,.,,,40.828,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.7991331459459,88.4377144075675
,.,,,41.692,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8059608544846,88.44143425502
Z6813-5,Dhansura(int.with Z6812)-Niamatpur,LRP044,90,42.92,LRPE,0,59.95,17.030,3.0,154.0,221.0,8.0,110.0,107.0,41.0,76.0,967.0,978.0,1019.0,947.0,6.0,2665.0,1972.0,4637.0,4637.0,Z6813,,,
,.,,,42.937,,,,,,,,,,,,,,,,,,,,,,Z6813,D,24.81592894,88.4408932977777
,.,,,43.129,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.81606718,88.4428290844444
,.,,,43.256,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8163576294117,88.4439987218487
,.,,,43.726,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8170700019955,88.4483734827051
,.,,,44.041,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8170311682926,88.4515555414634
,.,,,44.954,,,,,,,,,,,,,,,,,,,,,,Z6813,D,24.8160166243902,88.4599125342898
,.,,,44.992,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8159348780487,88.4603456579626
,.,,,45.256,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8154087,88.4633015714285
,.,,,46.609,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.812908029064,88.4752821294335
,.,,,46.79,,,,,,,,,,,,,,,,,,,,,,Z6813,D,24.812561275862,88.4768796327586
,.,,,47.046,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.812070840394,88.4791390849753
,.,,,47.2,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8111111,88.4820271
,.,,,47.343,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8111759111111,88.4818790444444
,.,,,47.926,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8091546704724,88.4888663992126
,.,,,48.504,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8084794715,88.493099332
,.,,,48.767,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.808333375,88.4968433999999
,.,,,49.032,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8080527759259,88.4996883640211
,.,,,49.044,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8080386648148,88.4998074243386
,.,,,49.325,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8079510817102,88.5008111954869
,.,,,49.954,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8058656144186,88.5069164708527
,.,,,51.122,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8071006754976,88.51906361751
,.,,,51.14,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8071649247357,88.5192548306906
,.,,,52.174,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8064543333333,88.5303689518867
,.,,,52.314,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8060996666666,88.5317508575471
,.,,,52.545,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8056206935933,88.5340401381615
,.,,,53.171,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8046278536277,88.5401726037854
,.,,,55.433,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8013415552147,88.5594113653374
,.,,,55.496,,,,,,,,,,,,,,,,,,,,,,Z6813,D,24.8022541276073,88.5597334576687
,.,,,55.707,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8053105208588,88.5608122113496
,.,,,56.195,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8081242029548,88.5624534989113
,.,,,57.041,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.811497277591,88.5697975271708
,.,,,57.128,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8121487930693,88.570268470297
,.,,,57.368,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8137989712871,88.5708075198019
,.,,,57.643,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.815689800495,88.571425180693
,.,,,58.059,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8193994123861,88.5704710502732
,Niamatpur Dangapara Bridge,,,58.309,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8215245034608,88.5708758316939
,.,,,58.309,,,,,,,,,,,,,,,,,,,,,,Z6813,C,24.8215245034608,88.5708758316939
,.,,,58.425,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.8225105457194,88.5710636502732
,.,,,58.655,,,,,,,,,,,,,,,,,,,,,,Z6813,A,24.824052656231,88.5713035689969
,.,,,58.787,,,,,,,,,,,,,,,,,,,,,,Z6813,D,24.8244204507598,88.5712478401215
,.,,,59.69,,,,,,,,,,,,,,,,,,,,,,Z6813,B,24.8331064506097,88.5738106359756
Z6816-1,Rasulpur-Pathan Para,LRPS,0,0.0,LRP005,230,5.24,5.240,9.0,761.0,201.0,35.0,64.0,74.0,0.0,34.0,1944.0,2055.0,1561.0,975.0,0.0,5177.0,2536.0,7713.0,7713.0,Z6816,,,
,.,,,2.9,,,,,,,,,,,,,,,,,,,,,,Z6816,A,24.6793907595505,88.1552138078651
Z6817-1,Nachole-Rohonpur,LRPS,0,0.0,LRP017,5,16.125,16.125,2.0,98.0,86.0,36.0,31.0,12.0,3.0,5.0,391.0,340.0,260.0,210.0,0.0,1004.0,470.0,1474.0,1474.0,Z6817,,,
,.,,,1.895,,,,,,,,,,,,,,,,,,,,,,Z6817,C,24.7382843437908,88.4086633875817
,.,,,2.298,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7408858121951,88.4058660479674
,.,,,3.516,,,,,,,,,,,,,,,,,,,,,,Z6817,C,24.7486255468428,88.3972844604992
,.,,,5.206,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7589245944649,88.3850498522755
,.,,,5.993,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7634151409594,88.3793220798278
,.,,,6.339,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7647345585168,88.3769019019698
,.,,,7.593,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7722491829145,88.3679800927135
,.,,,9.494,,,,,,,,,,,,,,,,,,,,,,Z6817,B,24.7819993,88.3528333
,.,,,11.176,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.78598856,88.33686632
,.,,,11.527,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7868159677419,88.3333759311828
,.,,,12.44,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.7916202634146,88.3296382121951
,.,,,14.652,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.8054394045454,88.3268554090909
,.,,,14.94,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.8070329744186,88.3266194860465
,.,,,15.696,,,,,,,,,,,,,,,,,,,,,,Z6817,A,24.8130593173076,88.3269800923076
Z6818-1,Baragharia-Nayagola,LRPS,0,0.0,LRP004,525,4.595,4.595,0.0,40.0,255.0,0.0,0.0,20.0,11.0,8.0,828.0,1116.0,2943.0,1030.0,7.0,2278.0,3980.0,6258.0,6258.0,Z6818,,,
,.,,,1.36,,,,,,,,,,,,,,,,,,,,,,Z6818,A,24.6051561006211,88.2651887726708
,.,,,2.72,,,,,,,,,,,,,,,,,,,,,,Z6818,A,24.607839721839,88.2771391747126
,.,,,2.88,,,,,,,,,,,,,,,,,,,,,,Z6818,A,24.6083199241379,88.2784111931034
Z6819-1,Boalia-Chowdhala,LRPS,0,0.0,LRP009,270,7.57,7.570,0.0,32.0,60.0,0.0,0.0,0.0,1.0,1.0,463.0,738.0,1092.0,693.0,10.0,1295.0,1795.0,3090.0,3090.0,Z6819,,,
,.,,,1.02,,,,,,,,,,,,,,,,,,,,,,Z6819,A,24.8260451239436,88.2880501394366
,.,,,1.83,,,,,,,,,,,,,,,,,,,,,,Z6819,A,24.8194360592074,88.2896856937062
,.,,,6.21,,,,,,,,,,,,,,,,,,,,,,Z6819,A,24.7883391320113,88.2672397869688
Z6851-1,Mohonpur-Tanor,LRPS,0,0.0,LRP011,1745,12.83,12.830,3.0,44.0,67.0,0.0,16.0,20.0,22.0,20.0,599.0,657.0,683.0,554.0,0.0,1448.0,1237.0,2685.0,2685.0,Z6851,,,
,.,,,0.274,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5467875207142,88.6442778521428
,.,,,1.93,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5446252581956,88.629806623507
,.,,,3.027,,,,,,,,,,,,,,,,,,,,,,Z6851,C,24.541493034,88.620114866
,.,,,4.269,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5434253993007,88.6084719986014
,.,,,6.034,,,,,,,,,,,,,,,,,,,,,,Z6851,B,24.544825248,88.594907436
,.,,,6.824,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5476185726027,88.5880352183063
,Buruj Bridge,,,7.099,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.54893023,88.58575519
,.,,,7.099,,,,,,,,,,,,,,,,,,,,,,Z6851,C,24.54893023,88.58575519
,.,,,7.661,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5520252282894,88.5818246368421
,.,,,8.611,,,,,,,,,,,,,,,,,,,,,,Z6851,B,24.5580098677419,88.5761700995391
,.,,,8.766,,,,,,,,,,,,,,,,,,,,,,Z6851,B,24.5592598677419,88.5761303852534
,.,,,11.267,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5810895976878,88.575567734104
,.,,,11.61,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5840397775216,88.5756446034582
,.,,,11.907,,,,,,,,,,,,,,,,,,,,,,Z6851,A,24.5867280288256,88.5761024188612
,.,,,12.067,,,,,,,,,,,,,,,,,,,,,,Z6851,B,24.5881340912621,88.576349368932
,.,,,12.396,,,,,,,,,,,,,,,,,,,,,,Z6851,C,24.5899736214521,88.5777015673267
,.,,,12.594,,,,,,,,,,,,,,,,,,,,,,Z6851,C,24.591336127027,88.5788678313513
Z6852-1,Manda-Niamatpur (int.with Z6813),LRPS,0,0.0,LRP017,950,17.95,17.950,0.0,109.0,75.0,0.0,0.0,35.0,44.0,17.0,854.0,895.0,771.0,337.0,0.0,2029.0,1108.0,3137.0,3137.0,Z6852,,,
,.,,,0.977,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.7818140773469,88.6982055805102
,.,,,1.51,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.7864263035156,88.6980545492187
,.,,,11.005,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.82559655,88.638159425
,Gabtoli Bridge,,,11.168,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8262931437037,88.6367453288888
,.,,,11.168,,,,,,,,,,,,,,,,,,,,,,Z6852,D,24.8262931437037,88.6367453288888
,.,,,11.296,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8260772169014,88.635787969014
,.,,,12.004,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8259444465116,88.6297209488372
,.,,,12.57,,,,,,,,,,,,,,,,,,,,,,Z6852,C,24.8272007991181,88.624207314462
,.,,,13.136,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8274133096969,88.6191537248484
,.,,,14.42,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.829273094382,88.6076581977528
,.,,,14.46,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8292216,88.60731945
,.,,,14.514,,,,,,,,,,,,,,,,,,,,,,Z6852,D,24.8293069218181,88.6066823454545
,.,,,14.548,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8293450921052,88.6063662552631
,.,,,15.069,,,,,,,,,,,,,,,,,,,,,,Z6852,C,24.8297763733333,88.6013207093333
,.,,,15.234,,,,,,,,,,,,,,,,,,,,,,Z6852,C,24.8301978992932,88.5974153053003
,.,,,15.851,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8305537007843,88.5943294066666
,.,,,16.124,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8306768372881,88.5918824305084
Z6852-2,Niamatpur (int.with Z6813)-Porsha (int.with R547),LRP017,950,17.95,LRP034,9655,43.37,25.420,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z6852,,,
,.,,,18.608,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8356340876543,88.568360828395
,.,,,19.333,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8402984667515,88.5693078115923
,.,,,19.688,,,,,,,,,,,,,,,,,,,,,,Z6852,D,24.8424875826086,88.5701442673913
,.,,,20.209,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8473734207612,88.5737060022491
,.,,,20.377,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.848536050519,88.5744003538062
,.,,,20.545,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8496813177514,88.5750923609467
,.,,,21.036,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8534628582938,88.5752817028436
,.,,,22.082,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8625261870036,88.574861834657
,.,,,22.422,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8655111079772,88.5747553193732
,.,,,22.775,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8684656408045,88.5739312744252
,.,,,23.23,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.872145175,88.5743604749999
,.,,,27.43,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8764060354114,88.5401706029925
,.,,,27.669,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8756513386792,88.5383004830188
,.,,,28.922,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.8798553168,88.5338108703999
,.,,,30.873,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8937478239622,88.5287893943396
,.,,,31.213,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8964117536633,88.5293301560396
,.,,,31.377,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.8978280316831,88.5294564198019
,.,,,31.953,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9020155004048,88.5310511582996
,.,,,33.163,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9112851347916,88.5294969777083
,.,,,34.08,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.918919788304,88.5300228477582
,.,,,34.97,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.9265937914285,88.5317247457142
,.,,,37.485,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.943995923,88.5311388055
,.,,,38.25,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.949144275,88.52903131
,.,,,42.105,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9659304115,88.511823091
,.,,,42.95,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9703986375,88.5075243
Z6852-3,"Porsha (int.with R547)-Sutroil more, Porsha",LRP034,9655,43.37,LRP052,10,51.02,7.650,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z6852,,,
,.,,,43.871,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9709118129711,88.498551513082
,.,,,44.114,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9725057798226,88.4974065574279
,.,,,44.798,,,,,,,,,,,,,,,,,,,,,,Z6852,A,24.9771069235955,88.4938555408239
,.,,,45.107,,,,,,,,,,,,,,,,,,,,,,Z6852,B,24.9789135011834,88.4918823218934
,.,,,45.8,,,,,,,,,,,,,,,,,,,,,,Z6852,D,24.9829352384615,88.4879829707692
,.,,,48.266,,,,,,,,,,,,,,,,,,,,,,Z6852,A,25.0013037330555,88.4924068061111
,.,,,48.472,,,,,,,,,,,,,,,,,,,,,,Z6852,A,25.0028296494444,88.4927167788888
,.,,,48.515,,,,,,,,,,,,,,,,,,,,,,Z6852,A,25.0031481659722,88.4927814819444
,.,,,49.121,,,,,,,,,,,,,,,,,,,,,,Z6852,B,25.0073002975609,88.4930179873614
,.,,,49.973,,,,,,,,,,,,,,,,,,,,,,Z6852,B,25.0130170066363,88.4960981545454
Z6853-1,Mohonpur (Shahi Para)-Mohonganj (int.with Z6010),LRPS,0,0.0,LRP012,310,11.09,11.090,0.0,75.0,148.0,18.0,109.0,35.0,25.0,7.0,982.0,956.0,949.0,814.0,0.0,2355.0,1763.0,4118.0,4118.0,Z6853,,,
,Bhaturia Bridge,,,1.21,,,,,,,,,,,,,,,,,,,,,,Z6853,C,24.5624596049689,88.6629789291925
,.,,,1.21,,,,,,,,,,,,,,,,,,,,,,Z6853,C,24.5624596049689,88.6629789291925
,.,,,1.51,,,,,,,,,,,,,,,,,,,,,,Z6853,C,24.5605703503105,88.6639883080745
,.,,,2.33,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5570068808219,88.6706987369863
,Jahanabath Bridge,,,2.33,,,,,,,,,,,,,,,,,,,,,,Z6853,B,24.5570068808219,88.6706987369863
,.,,,3.82,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.550188847619,88.6818538095238
,.,,,4.31,,,,,,,,,,,,,,,,,,,,,,Z6853,B,24.5473886,88.6840552
,.,,,5.05,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.545115918421,88.6904799105263
,.,,,5.64,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5436711171052,88.6959357026315
,.,,,6.43,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5408298608247,88.7020092793814
,.,,,7.18,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5377322101694,88.7073418084745
,.,,,8.0,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5369889129032,88.7152768806451
Z6853-2,Mohonganj (int.with Z6010)-Bhabaniganj,LRP012,310,11.09,LRPE,0,23.2,12.110,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z6853,,,
,.,,,11.78,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5335351714285,88.7480611785714
,.,,,13.57,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5431205286624,88.759166488535
,.,,,14.93,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.545384091,88.770077952
,.,,,15.2,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.546524112,88.7723204639999
,.,,,15.63,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.548339701,88.775891872
,.,,,16.34,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5506807408163,88.782331155102
,.,,,18.07,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.558028640404,88.7968101171717
,.,,,19.72,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.562277736,88.807795576
,.,,,20.789,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5713270047846,88.8099482232535
,.,,,21.32,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.575392076555,88.8112044320574
,.,,,21.49,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.5766935119617,88.8116066081339
,.,,,22.7,,,,,,,,,,,,,,,,,,,,,,Z6853,A,24.57913825,88.8191938
Z6855-1,Bagshara-Chabbis Nagar (int.with Z6809),LRPS,0,0.0,LRP014,999,15.479,15.479,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,165.0,477.0,97.0,0.0,209.0,574.0,783.0,783.0,Z6855,,,
,.,,,1.14,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4635935784615,88.5862616107692
,.,,,3.54,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4777777505617,88.578950041573
,.,,,3.89,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4752884271844,88.5771605961165
,.,,,4.33,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4721196833333,88.5749160166666
,.,,,5.48,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4637393252861,88.56889856077
,.,,,5.92,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.460729988764,88.5663722146067
,.,,,7.16,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4622739210995,88.5621124973254
,.,,,8.89,,,,,,,,,,,,,,,,,,,,,,Z6855,B,24.471290975,88.549208075
,Bildharampur Bridge,,,8.89,,,,,,,,,,,,,,,,,,,,,,Z6855,C,24.471290975,88.549208075
,.,,,9.75,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4763580183486,88.5459419449541
,Mormoria Bridge,,,12.56,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.482881298,88.523255742
,.,,,12.56,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.482881298,88.523255742
,.,,,13.15,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4839438908752,88.5175382623836
,.,,,13.76,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4859605205128,88.5120505435897
,.,,,14.46,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4838686327808,88.5058477902394
,.,,,14.56,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4837092,88.5048436382716
,.,,,15.11,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4815609035026,88.500345177408
Z6855-2,Chabbis Nagar (int.with Z6809)-Gunigram,LRP014,999,15.479,LRPE,0,28.91,13.431,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z6855,,,
,.,,,15.58,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4778753033333,88.49773944
,.,,,16.53,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.462710485,88.49500382
,.,,,16.84,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4577619653333,88.494111144
,.,,,17.2,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4520152973333,88.493074488
,.,,,18.37,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4333386263333,88.489705356
,.,,,21.58,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4384567741379,88.4671194293103
,.,,,23.24,,,,,,,,,,,,,,,,,,,,,,Z6855,C,24.4354848285714,88.4545282131868
,.,,,25.72,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.428849348,88.435108476
,.,,,25.8,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4287715639999,88.4345706679999
,.,,,26.2,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.428382644,88.431881628
,.,,,26.55,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.428048184,88.429476246
,.,,,26.79,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.427834872,88.427682918
,.,,,27.575,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.4274350638554,88.421677757487
,.,,,28.07,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.428500847494,88.4172563417661
,.,,,28.2,,,,,,,,,,,,,,,,,,,,,,Z6855,A,24.42812164463,88.4161533894988
Z6856-1,Manda-Bagmara (int.with Z6856),LRPS,0,0.0,LRP029,635,28.625,28.625,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z6856,,,
,.,,,0.691,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7552410680939,88.7191174787292
,.,,,1.043,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7534406648648,88.7218454594594
,.,,,1.441,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7512741353823,88.7248907985007
,.,,,2.295,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7454190439613,88.7294320661835
,.,,,3.369,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7365622,88.7303604
,Sluice gate,,,3.415,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7361514857142,88.7303604
,.,,,3.609,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7345187535433,88.7307185114173
,.,,,4.366,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7295705362934,88.7347460884169
,Sluice gate,,,4.874,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7273521652719,88.7390862987447
,.,,,5.433,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7242495093333,88.743196688
,.,,,5.725,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7224090364035,88.7452201583333
,.,,,6.412,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7211418657393,88.7508444130307
,Sluice gate,,,8.791,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.7064031442,88.7590137616
,.,,,17.326,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6658234314136,88.8115948612565
,.,,,18.292,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6586882165925,88.8079343994074
,.,,,18.776,,,,,,,,,,,,,,,,,,,,,,Z6856,B,24.6559614953846,88.8060700723076
,Sluice gate,,,18.964,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.6553366333333,88.8069397706666
,.,,,19.264,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.6524770501886,88.8067538030188
,.,,,21.219,,,,,,,,,,,,,,,,,,,,,,Z6856,A,24.6377345863157,88.8130491226315
